,Description,Time,Overall CoP Displacement
291,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",51.0,44.11939092906515
292,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",52.0,43.50602151715517
293,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",53.0,38.5197981412097
294,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",54.0,39.825996260585526
295,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",55.0,38.63240605082789
296,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",56.0,40.40106795994809
297,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",57.0,41.516687474131196
298,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",58.0,44.156131953291435
299,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.1Hz",59.0,47.074280412663086
300,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",0.0,41.25629096680654
301,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",1.0,39.43437140239852
302,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",2.0,39.0489077934382
303,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",3.0,38.56448947344056
304,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",4.0,38.15996826485861
305,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",5.0,39.209005867968656
306,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",6.0,39.76329952128877
307,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",7.0,40.327555354115525
308,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",8.0,41.566727932632716
309,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",9.0,44.2085292049621
310,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",10.0,42.874171604849664
311,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",11.0,42.274938136089354
312,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",12.0,39.81120853474583
313,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",13.0,38.770954898691386
314,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",14.0,38.87749629190254
315,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",15.0,39.12429586842067
316,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",16.0,38.634813624551406
317,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",17.0,41.88320729201517
318,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",18.0,43.409172173185716
319,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",19.0,43.77603705034187
320,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",20.0,43.21794412312393
321,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",21.0,41.21947529611134
322,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",22.0,40.136044573081634
323,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",23.0,38.538365399437915
324,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",24.0,39.679431068899305
325,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",25.0,39.5150473167494
326,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",26.0,39.5517814648514
327,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",27.0,42.68428960996765
328,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",28.0,43.70827615488398
329,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",29.0,43.76816894535195
330,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",30.0,44.298397616418114
331,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",31.0,41.92631381684919
332,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",32.0,40.783248232960894
333,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",33.0,40.399534390549654
334,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",34.0,39.80081242872047
335,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",35.0,39.503439763479925
336,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",36.0,40.99277175564527
337,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",37.0,41.82400320041156
338,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",38.0,45.32254823033988
339,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",39.0,45.6284241643854
340,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",40.0,46.073154463226714
341,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",41.0,42.70747371213794
342,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",42.0,40.74246035898892
343,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",43.0,41.47330032563644
344,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",44.0,39.45086707327816
345,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",45.0,39.1390848220928
346,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",46.0,39.575638847925354
347,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",47.0,42.11514801702493
348,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",48.0,44.225424257947246
349,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",49.0,44.52086415628418
350,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",50.0,47.01032819812559
351,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",51.0,44.29597533322196
352,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",52.0,40.337696686839045
353,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",53.0,40.90931964519827
354,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",54.0,38.285989053147226
355,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",55.0,40.79385065428778
356,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",56.0,41.15791861705872
357,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",57.0,43.16841655560442
358,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",58.0,43.79282409742985
359,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",59.0,44.441118543763444
360,"VR environment on and moving at 0.1 Hz, Mozart's Jupiter with loudness shifted at 0.25Hz",60.0,58.44687587886969
361,"VR environment on and moving at 0.1 Hz, no music",0.0,43.4469892067165
362,"VR environment on and moving at 0.1 Hz, no music",1.0,42.80763207260094
363,"VR environment on and moving at 0.1 Hz, no music",2.0,40.59861867089812
364,"VR environment on and moving at 0.1 Hz, no music",3.0,39.19420235167713
365,"VR environment on and moving at 0.1 Hz, no music",4.0,40.14392641397008
366,"VR environment on and moving at 0.1 Hz, no music",5.0,38.744195515155795
367,"VR environment on and moving at 0.1 Hz, no music",6.0,40.66249611600563
368,"VR environment on and moving at 0.1 Hz, no music",7.0,42.359348112639175
369,"VR environment on and moving at 0.1 Hz, no music",8.0,44.155085609462425
370,"VR environment on and moving at 0.1 Hz, no music",9.0,43.73497139642311
371,"VR environment on and moving at 0.1 Hz, no music",10.0,43.34530126117563
372,"VR environment on and moving at 0.1 Hz, no music",11.0,44.580446116787314
373,"VR environment on and moving at 0.1 Hz, no music",12.0,41.451839520336485
374,"VR environment on and moving at 0.1 Hz, no music",13.0,41.00307439279522
375,"VR environment on and moving at 0.1 Hz, no music",14.0,40.15715380311286
376,"VR environment on and moving at 0.1 Hz, no music",15.0,41.71520933877064
377,"VR environment on and moving at 0.1 Hz, no music",16.0,41.23352687078586
378,"VR environment on and moving at 0.1 Hz, no music",17.0,42.64474022716495
379,"VR environment on and moving at 0.1 Hz, no music",18.0,43.40567914720766
380,"VR environment on and moving at 0.1 Hz, no music",19.0,45.593307672857655
381,"VR environment on and moving at 0.1 Hz, no music",20.0,44.560794407220826
382,"VR environment on and moving at 0.1 Hz, no music",21.0,43.735610285694314
383,"VR environment on and moving at 0.1 Hz, no music",22.0,41.286008197443365
384,"VR environment on and moving at 0.1 Hz, no music",23.0,38.768688653561405
385,"VR environment on and moving at 0.1 Hz, no music",24.0,40.10482057730214
386,"VR environment on and moving at 0.1 Hz, no music",25.0,38.58171088040262
387,"VR environment on and moving at 0.1 Hz, no music",26.0,39.80293394202611
388,"VR environment on and moving at 0.1 Hz, no music",27.0,40.48680287922978
389,"VR environment on and moving at 0.1 Hz, no music",28.0,40.79241880751908
390,"VR environment on and moving at 0.1 Hz, no music",29.0,43.48190265729908
391,"VR environment on and moving at 0.1 Hz, no music",30.0,43.30472755953743
392,"VR environment on and moving at 0.1 Hz, no music",31.0,42.16219397071461
393,"VR environment on and moving at 0.1 Hz, no music",32.0,41.660633036546926
394,"VR environment on and moving at 0.1 Hz, no music",33.0,39.92016870825243
395,"VR environment on and moving at 0.1 Hz, no music",34.0,39.832973848664736
396,"VR environment on and moving at 0.1 Hz, no music",35.0,39.04027708068677
397,"VR environment on and moving at 0.1 Hz, no music",36.0,38.621775606883325
398,"VR environment on and moving at 0.1 Hz, no music",37.0,40.864329188425806
399,"VR environment on and moving at 0.1 Hz, no music",38.0,41.593273520456556
400,"VR environment on and moving at 0.1 Hz, no music",39.0,43.15446506882646
401,"VR environment on and moving at 0.1 Hz, no music",40.0,45.85556782029622
402,"VR environment on and moving at 0.1 Hz, no music",41.0,44.71107508989256
403,"VR environment on and moving at 0.1 Hz, no music",42.0,43.377531328123105
404,"VR environment on and moving at 0.1 Hz, no music",43.0,41.86041672210448
405,"VR environment on and moving at 0.1 Hz, no music",44.0,38.58334018882727
406,"VR environment on and moving at 0.1 Hz, no music",45.0,40.32069554441366
407,"VR environment on and moving at 0.1 Hz, no music",46.0,41.714795923075016
408,"VR environment on and moving at 0.1 Hz, no music",47.0,41.05412054795625
409,"VR environment on and moving at 0.1 Hz, no music",48.0,43.74820941478891
410,"VR environment on and moving at 0.1 Hz, no music",49.0,44.63222737203046
411,"VR environment on and moving at 0.1 Hz, no music",50.0,45.43563611681874
412,"VR environment on and moving at 0.1 Hz, no music",51.0,45.240798086501435
413,"VR environment on and moving at 0.1 Hz, no music",52.0,44.103828056082115
414,"VR environment on and moving at 0.1 Hz, no music",53.0,42.06898665410316
415,"VR environment on and moving at 0.1 Hz, no music",54.0,41.01838729980761
416,"VR environment on and moving at 0.1 Hz, no music",55.0,40.161375450867226
417,"VR environment on and moving at 0.1 Hz, no music",56.0,42.36146093176494
418,"VR environment on and moving at 0.1 Hz, no music",57.0,43.66113066177809
419,"VR environment on and moving at 0.1 Hz, no music",58.0,45.49124168116303
420,"VR environment on and moving at 0.1 Hz, no music",59.0,45.01992675702555
421,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",0.0,45.14244294744551
422,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",1.0,46.14974466567839
423,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",2.0,45.257973431381735
424,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",3.0,45.46800492306087
425,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",4.0,45.21478273957477
426,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",5.0,45.491991810460284
427,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",6.0,45.93766618379133
428,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",7.0,45.86641125822888
429,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",8.0,45.64603075170642
430,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",9.0,45.052312129777256
431,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",10.0,46.04199228565125
432,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",11.0,46.2587530573414
433,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",12.0,45.722963725774164
434,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",13.0,44.51003691675278
435,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",14.0,44.156449800785374
436,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",15.0,44.95010259599487
437,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",16.0,46.194901716318434
438,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",17.0,47.15589386417223
439,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",18.0,45.65456639477877
440,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",19.0,46.374563129433795
441,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",20.0,45.38536030768892
442,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",21.0,45.78373687746097
443,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",22.0,45.844865286715596
444,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",23.0,44.71020938144276
445,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",24.0,46.07239162068116
446,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",25.0,46.674523920693
447,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",26.0,47.66919815092805
448,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",27.0,51.760547854330966
449,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",28.0,45.99177399806142
450,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",29.0,46.810292033893894
451,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",30.0,45.9993954932224
452,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",31.0,46.1439543527509
453,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",32.0,45.56007142181611
454,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",33.0,47.3945410915958
455,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",34.0,47.83879048243502
456,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",35.0,48.93038948579959
457,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",36.0,47.74403912157174
458,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",37.0,49.89406888271004
459,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",38.0,48.002780670394955
460,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",39.0,47.919004474638065
461,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",40.0,48.1962745738387
462,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",41.0,49.28995720893999
463,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",42.0,47.30211242066709
464,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",43.0,48.46303312768906
465,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",44.0,49.26879245638835
466,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",45.0,50.59395982470596
467,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",46.0,50.546868283500146
468,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",47.0,48.464241838318046
469,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",48.0,48.03218938139279
470,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",49.0,47.5223794392103
471,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",50.0,47.646053558082386
472,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",51.0,48.67874614525429
473,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",52.0,47.43328520032535
474,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",53.0,46.89022239245815
475,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",54.0,46.13105344917556
476,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",55.0,47.65396351113368
477,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",56.0,48.06805359877542
478,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",57.0,49.65190729022009
479,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",58.0,49.53272104183837
480,"VR environment on, Mozart's Jupiter with loudness shifted at 0.1Hz",59.0,49.54428300820363
481,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",0.0,42.08985943158088
482,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",1.0,40.7561257564767
483,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",2.0,41.28401111014326
484,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",3.0,41.09481684080877
485,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",4.0,42.40932585296182
486,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",5.0,41.59736654584596
487,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",6.0,42.946578375966574
488,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",7.0,43.14252904550794
489,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",8.0,43.50185905619968
490,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",9.0,42.83587804698062
491,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",10.0,43.86592731625622
492,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",11.0,43.84937248774785
493,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",12.0,41.76060341225338
494,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",13.0,42.669227653789
495,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",14.0,42.40911388384448
496,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",15.0,43.70757030638442
497,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",16.0,43.11268420043562
498,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",17.0,41.99686196077475
499,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",18.0,43.77570360310106
500,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",19.0,42.78525423096941
501,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",20.0,42.90690805516142
502,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",21.0,43.39802329951194
503,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",22.0,43.83494141752471
504,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",23.0,43.979189223779834
505,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",24.0,43.2744385565038
506,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",25.0,43.53735738020475
507,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",26.0,42.98884169738114
508,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",27.0,43.643017368857976
509,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",28.0,42.286088391966594
510,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",29.0,42.92287256400133
511,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",30.0,43.69504700303913
512,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",31.0,42.73405253011786
513,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",32.0,42.88419076412007
514,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",33.0,43.528738298673446
515,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",34.0,42.71904791569296
516,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",35.0,42.46952525812201
517,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",36.0,43.406111404622784
518,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",37.0,44.01208696384234
519,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",38.0,43.64287982826898
520,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",39.0,42.44935925165011
521,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",40.0,43.5962223423666
522,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",41.0,44.91701256747549
523,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",42.0,44.68043898706035
524,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",43.0,43.37257289508887
525,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",44.0,44.42406649425053
526,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",45.0,43.49189136590128
527,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",46.0,43.02818304070404
528,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",47.0,42.27312503886072
529,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",48.0,41.827079695971705
530,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",49.0,43.68173431363163
531,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",50.0,42.30857614471223
532,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",51.0,41.917306499069596
533,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",52.0,42.63662550798023
534,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",53.0,42.52726174071728
535,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",54.0,43.01410373683812
536,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",55.0,43.20715071460673
537,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",56.0,43.915821247073026
538,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",57.0,42.510761831156124
539,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",58.0,43.51117585499494
540,"VR environment on, Mozart's Jupiter with loudness shifted at 0.25Hz",59.0,42.10266696750411
541,"VR environment on, no music",0.0,44.35335805775848
542,"VR environment on, no music",1.0,49.723325520085226
543,"VR environment on, no music",2.0,45.08904256575924
544,"VR environment on, no music",3.0,43.63193839700426
545,"VR environment on, no music",4.0,44.145620092704725
546,"VR environment on, no music",5.0,44.45358522251164
547,"VR environment on, no music",6.0,43.8859643703605
548,"VR environment on, no music",7.0,44.696070574549104
549,"VR environment on, no music",8.0,44.721712235221695
550,"VR environment on, no music",9.0,45.038836010637304
551,"VR environment on, no music",10.0,44.75796598353835
552,"VR environment on, no music",11.0,43.80317293504912
553,"VR environment on, no music",12.0,44.23156732498307
554,"VR environment on, no music",13.0,43.900756480282645
555,"VR environment on, no music",14.0,44.75826006761726
556,"VR environment on, no music",15.0,44.623574299013626
557,"VR environment on, no music",16.0,42.65279917884595
558,"VR environment on, no music",17.0,43.70286549638563
559,"VR environment on, no music",18.0,43.460103295926174
560,"VR environment on, no music",19.0,43.49291104172347
561,"VR environment on, no music",20.0,44.158259437959615
562,"VR environment on, no music",21.0,44.88209556805956
563,"VR environment on, no music",22.0,45.221875584948535
564,"VR environment on, no music",23.0,44.13115518044068
565,"VR environment on, no music",24.0,44.31396020823505
566,"VR environment on, no music",25.0,45.35591897117605
567,"VR environment on, no music",26.0,43.7677552383799
568,"VR environment on, no music",27.0,43.46655597857099
569,"VR environment on, no music",28.0,43.854153023426655
570,"VR environment on, no music",29.0,45.62473568014379
571,"VR environment on, no music",30.0,45.714913345005584
572,"VR environment on, no music",31.0,43.48558516426389
573,"VR environment on, no music",32.0,43.44434774035518
574,"VR environment on, no music",33.0,44.38386613181053
575,"VR environment on, no music",34.0,46.824938075362304
576,"VR environment on, no music",35.0,48.31823645742718
577,"VR environment on, no music",36.0,46.6815296125582
578,"VR environment on, no music",37.0,45.98251364603233
579,"VR environment on, no music",38.0,47.51479359696362
580,"VR environment on, no music",39.0,48.24594944964719
581,"VR environment on, no music",40.0,48.79753949078305
582,"VR environment on, no music",41.0,46.9850842092617
583,"VR environment on, no music",42.0,46.910732669275504
584,"VR environment on, no music",43.0,46.91038198106697
585,"VR environment on, no music",44.0,45.86322023483861
586,"VR environment on, no music",45.0,45.80913567907434
587,"VR environment on, no music",46.0,45.23960076629847
588,"VR environment on, no music",47.0,46.622406669590426
589,"VR environment on, no music",48.0,45.35838509891429
590,"VR environment on, no music",49.0,44.36126443733645
591,"VR environment on, no music",50.0,46.21935805064391
592,"VR environment on, no music",51.0,46.30944643395325
593,"VR environment on, no music",52.0,44.95256403287192
594,"VR environment on, no music",53.0,46.712223379723426
595,"VR environment on, no music",54.0,46.42249047623702
596,"VR environment on, no music",55.0,47.2752514835816
597,"VR environment on, no music",56.0,47.79957657212022
598,"VR environment on, no music",57.0,44.4876654437565
599,"VR environment on, no music",58.0,44.718959889870156
600,"VR environment on, no music",59.0,46.00841126157777
601,"VR environment on, unmodified Mozart's Jupiter",0.0,46.12600455781508
602,"VR environment on, unmodified Mozart's Jupiter",1.0,46.87234864182194
603,"VR environment on, unmodified Mozart's Jupiter",2.0,47.046642544013366
604,"VR environment on, unmodified Mozart's Jupiter",3.0,45.595913620441785
605,"VR environment on, unmodified Mozart's Jupiter",4.0,46.19008565013845
606,"VR environment on, unmodified Mozart's Jupiter",5.0,47.654367806364895
607,"VR environment on, unmodified Mozart's Jupiter",6.0,47.683496920998245
608,"VR environment on, unmodified Mozart's Jupiter",7.0,47.042488780710805
609,"VR environment on, unmodified Mozart's Jupiter",8.0,47.92265202173281
610,"VR environment on, unmodified Mozart's Jupiter",9.0,47.52418099766567
611,"VR environment on, unmodified Mozart's Jupiter",10.0,48.4345648716192
612,"VR environment on, unmodified Mozart's Jupiter",11.0,49.02043421691017
613,"VR environment on, unmodified Mozart's Jupiter",12.0,49.37036583336517
614,"VR environment on, unmodified Mozart's Jupiter",13.0,48.05709946934713
615,"VR environment on, unmodified Mozart's Jupiter",14.0,47.711682395296066
616,"VR environment on, unmodified Mozart's Jupiter",15.0,48.52021546663564
617,"VR environment on, unmodified Mozart's Jupiter",16.0,47.67544774404763
